sleeper_id,sleeper_name,yahoo_id,yahoo_name,espn_id,espn_name,nffc_id,nffc_name,cbs_id,cbs_name,fftoday_id,fftoday_name,nfl_id,nfl_name,fantasypros_id,fantasypros_name,evanalytics_name
12543,Tahj Brooks,41983.0,Tahj Brooks,4429299.0,Tahj Brooks,22300.0,Tahj Brooks,,,,,,,,,
12460,Antwane Wells,,,,,,,,,,,,,,,
11559,Michael Penix,,,4360423.0,Michael Penix Jr.,20298.0,Michael Penix,2963496,Michael Penix Jr.,19080.0,Michael Penix Jr.,,,22973.0,Michael Penix Jr.,Michael Penix Jr.
3225,Tyler Boyd,29288.0,Tyler Boyd,3045144.0,Tyler Boyd,14498.0,Tyler Boyd,2071582,Tyler Boyd,15519.0,Tyler Boyd,2555466.0,Tyler Boyd,15547.0,Tyler Boyd,Tyler Boyd
7567,Kenneth Gainwell,33538.0,Kenneth Gainwell,4371733.0,Kenneth Gainwell,18772.0,Kenneth Gainwell,2968948,Kenneth Gainwell,17578.0,Kenneth Gainwell,2566397.0,Kenneth Gainwell,23310.0,Kenneth Gainwell,Kenneth Gainwell
5906,Dawson Knox,31928.0,Dawson Knox,3930086.0,Dawson Knox,17088.0,Dawson Knox,2186345,Dawson Knox,16629.0,Dawson Knox,2562681.0,Dawson Knox,18631.0,Dawson Knox,Dawson Knox
12521,Elijah Arroyo,41835.0,Elijah Arroyo,4678006.0,Elijah Arroyo,22121.0,Elijah Arroyo,,,,,,,,,
12474,Woody Marks,41902.0,Woody Marks,4429059.0,Woody Marks,22109.0,Woody Marks,,,,,,,,,
12536,Jaylin Noel,41885.0,Jaylin Noel,4586312.0,Jaylin Noel,22116.0,Jaylin Noel,,,,,,,,,
8119,Jahan Dotson,33971.0,Jahan Dotson,4361409.0,Jahan Dotson,19452.0,Jahan Dotson,2962944,Jahan Dotson,18057.0,Jahan Dotson,2568321.0,Jahan Dotson,23101.0,Jahan Dotson,Jahan Dotson
7596,Elijah Moore,33422.0,Elijah Moore,4372414.0,Elijah Moore,18795.0,Elijah Moore,2963569,Elijah Moore,17653.0,Elijah Moore,2566385.0,Elijah Moore,20114.0,Elijah Moore,Elijah Moore
11627,Troy Franklin,41009.0,Troy Franklin,4431280.0,Troy Franklin,21127.0,Troy Franklin,26693436,Troy Franklin,18968.0,Troy Franklin,2571997.0,Troy Franklin,23092.0,Troy Franklin,Troy Franklin
5095,Daniel Carlson,31137.0,Daniel Carlson,3051909.0,Daniel Carlson,,,2079862,Daniel Carlson,16155.0,Daniel Carlson,2560993.0,Daniel Carlson,17420.0,Daniel Carlson,Daniel Carlson
6828,AJ Dillon,32732.0,AJ Dillon,4239934.0,AJ Dillon,17996.0,AJ Dillon,2867083,AJ Dillon,17060.0,AJ Dillon,2563986.0,AJ Dillon,19358.0,AJ Dillon,A.J. Dillon
9482,Michael Mayer,40065.0,Michael Mayer,4429086.0,Michael Mayer,20282.0,Michael Mayer,3171673,Michael Mayer,18586.0,Michael Mayer,2570032.0,Michael Mayer,23056.0,Michael Mayer,Michael Mayer
12484,Jayden Higgins,41819.0,Jayden Higgins,4877706.0,Jayden Higgins,22114.0,Jayden Higgins,,,,,,,,,
6149,Darius Slayton,32003.0,Darius Slayton,3916945.0,Darius Slayton,17512.0,Darius Slayton,2183982,Darius Slayton,16702.0,Darius Slayton,2562736.0,Darius Slayton,18706.0,Darius Slayton,Darius Slayton
12479,Ja'Quinden Jackson,42214.0,Ja'Quinden Jackson,,,,,,,,,,,,,
11617,Malachi Corley,40944.0,Malachi Corley,4613104.0,Malachi Corley,21142.0,Malachi Corley,,,18941.0,Malachi Corley,2572357.0,Malachi Corley,26023.0,Malachi Corley,Malachi Corley
6820,Clyde Edwards-Helaire,32702.0,Clyde Edwards-Helaire,4242214.0,Clyde Edwards-Helaire,17967.0,Clyde Edwards-Helaire,2804554,Clyde Edwards-Helaire,17070.0,Clyde Edwards-Helaire,2564271.0,Clyde Edwards-Helaire,19325.0,Clyde Edwards-Helaire,Clyde Edwards-Helaire
4454,Kendrick Bourne,30551.0,Kendrick Bourne,3045523.0,Kendrick Bourne,15671.0,Kendrick Bourne,,,14994.0,Kendrick Bourne,2558914.0,Kendrick Bourne,17066.0,Kendrick Bourne,Kendrick Bourne
4080,Zay Jones,30150.0,Zay Jones,3059722.0,Zay Jones,15256.0,Zay Jones,2080270,Zay Jones,15922.0,Zay Jones,2557863.0,Zay Jones,16431.0,Zay Jones,Zay Jones
8560,Davis Cheek,,,,,,,,,,,,,,,
12483,Jack Bech,41843.0,Jack Bech,4603186.0,Jack Bech,22112.0,Jack Bech,,,,,,,,,
9481,Luke Musgrave,40074.0,Luke Musgrave,4428085.0,Luke Musgrave,20303.0,Luke Musgrave,3129283,Luke Musgrave,18604.0,Luke Musgrave,2569780.0,Luke Musgrave,25282.0,Luke Musgrave,Luke Musgrave
12239,Peewee Jarrett,,,,,,,,,,,,,,,
11569,Jarquez Hunter,41919.0,Jarquez Hunter,4710341.0,Jarquez Hunter,22124.0,Jarquez Hunter,,,,,,,,,
8172,Greg Dulcich,34036.0,Greg Dulcich,4367209.0,Greg Dulcich,19477.0,Greg Dulcich,2964274,Greg Dulcich,18059.0,Greg Dulcich,2567520.0,Greg Dulcich,23153.0,Greg Dulcich,Greg Dulcich
5618,Larry Rose,,,,,,,,,,,,,,,
11583,Jonathon Brooks,40926.0,Jonathon Brooks,4678008.0,Jonathon Brooks,21133.0,Jonathon Brooks,26730706,Jonathon Brooks,18926.0,Jonathon Brooks,2571883.0,Jonathon Brooks,26148.0,Jonathon Brooks,Jonathon Brooks
5970,Greg Dortch,32523.0,Greg Dortch,4037235.0,Greg Dortch,17057.0,Greg Dortch,2223207,Greg Dortch,16889.0,Greg Dortch,2562645.0,Greg Dortch,18585.0,Greg Dortch,Greg Dortch
11645,Javon Baker,40982.0,Javon Baker,4692022.0,Javon Baker,21173.0,Javon Baker,,,,,,,22885.0,Javon Baker,Javon Baker
11491,Austin Aune,,,,,,,,,,,,,,,
2312,Kevin White,,,,,,,,,,,,,,,
12546,Marcus Yarns,42345.0,Marcus Yarns,,,,,,,,,,,,,
12457,Jaydon Blue,41935.0,Jaydon Blue,4685279.0,Jaydon Blue,22092.0,Jaydon Blue,,,,,,,,,
12482,Savion Williams,41851.0,Savion Williams,4431487.0,Savion Williams,22073.0,Savion Williams,,,,,,,,,
11189,Zay Malone,40424.0,Xavier Malone,,,,,,,,,,,,,
5609,Stephen Baggett,,,,,,,,,,,,,,,
11619,Ja'Lynn Polk,40914.0,Ja'Lynn Polk,4430637.0,Ja'Lynn Polk,21140.0,Ja'Lynn Polk,3162664,Ja'Lynn Polk,19082.0,Ja'Lynn Polk,2572300.0,Ja'Lynn Polk,26205.0,Ja'Lynn Polk,Ja'Lynn Polk
956,Mark Ingram,24815.0,Mark Ingram II,13981.0,Mark Ingram II,,,,,,,,,9872.0,Mark Ingram II,
9497,Jalin Hyatt,40128.0,Jalin Hyatt,4692590.0,Jalin Hyatt,20277.0,Jalin Hyatt,3171911,Jalin Hyatt,18551.0,Jalin Hyatt,2570152.0,Jalin Hyatt,25251.0,Jalin Hyatt,Jalin Hyatt
1308,Jamize Olawale,,,,,,,,,,,,,,,
12498,Mason Taylor,41827.0,Mason Taylor,4808766.0,Mason Taylor,22120.0,Mason Taylor,,,,,,,,,
5548,Elijah Marks,,,,,,,,,,,,,,,
12510,Jalen Milroe,41882.0,Jalen Milroe,4432734.0,Jalen Milroe,22064.0,Jalen Milroe,,,,,,,,,
3309,Wendell Smallwood,,,,,,,,,,,,,,,
12516,Kalel Mullings,41986.0,Kalel Mullings,4429121.0,Kalel Mullings,22118.0,Kalel Mullings,,,,,,,,,
5465,Nick Keizer,,,,,,,,,,,,,,,
12487,Terrance Ferguson,41831.0,Terrance Ferguson,4570037.0,Terrance Ferguson,22206.0,Terrance Ferguson,,,,,,,,,
8210,Chig Okonkwo,34099.0,Chigoziem Okonkwo,4360635.0,Chig Okonkwo,19633.0,Chigoziem Okonkwo,2965208,Chigoziem Okonkwo,18167.0,Chigoziem Okonkwo,2567658.0,Chigoziem Okonkwo,23982.0,Chigoziem Okonkwo,Chigoziem Okonkwo
4054,Mo Alie-Cox,30112.0,Mo Alie-Cox,2998565.0,Mo Alie-Cox,,,2815925,Mo Alie-Cox,16376.0,Mo Alie-Cox,2558832.0,Mo Alie-Cox,16579.0,Mo Alie-Cox,Mo Alie-Cox
7933,Alex Kessman,,,,,,,,,,,,,,,
1848,James White,,,,,,,,,,,,,,,
5929,Anthony Johnson,,,,,,,,,,,,,,,
23,Jason Witten,,,,,,,,,,,,,,,
12500,Quinn Ewers,,,4889929.0,Quinn Ewers,22070.0,Quinn Ewers,,,,,,,,,
200,Vernon Davis,,,,,,,,,,,,,,,
12486,Dillon Gabriel,41861.0,Dillon Gabriel,4427238.0,Dillon Gabriel,,,,,,,,,,,
5464,De'Lance Turner,,,,,,,,,,,,,,,
12467,Jordan James,41933.0,Jordan James,4685397.0,Jordan James,22097.0,Jordan James,,,,,,,,,
4752,Fred Brown,,,,,,,,,,,,,,,
5863,J.J. Arcega-Whiteside,,,,,,,,,,,,,,,
12470,Riley Leonard,41968.0,Riley Leonard,4683423.0,Riley Leonard,22084.0,Riley Leonard,,,,,,,,,
1077,Travis Benjamin,,,,,,,,,,,,,,,
11612,Bru McCoy,,,,,,,,,,,,,,,
11504,Jose Barbon,,,,,,,,,,,,,,,
12477,Kurtis Rourke,42009.0,Kurtis Rourke,4430431.0,Kurtis Rourke,,,,,,,,,,,
6196,Christian Wade,,,,,,,,,,,,,,,
12473,Mitchell Evans,41949.0,Mitchell Evans,4683243.0,Mitchell Evans,,,,,,,,,,,
2078,Odell Beckham,27540.0,Odell Beckham Jr.,16733.0,Odell Beckham Jr.,12688.0,Odell Beckham,1824823,Odell Beckham Jr.,14114.0,Odell Beckham Jr.,2543496.0,Odell Beckham Jr.,12127.0,Odell Beckham Jr.,Odell Beckham Jr.
8828,Michael Young,,,,,,,,,,,,,,,
12502,Gunnar Helm,41905.0,Gunnar Helm,4686728.0,Gunnar Helm,22123.0,Gunnar Helm,,,,,,,,,
6865,Colby Parkinson,32803.0,Colby Parkinson,4242557.0,Colby Parkinson,18018.0,Colby Parkinson,2867522,Colby Parkinson,17173.0,Colby Parkinson,2565180.0,Colby Parkinson,19372.0,Colby Parkinson,Colby Parkinson
7972,Tony Poljan,,,,,,,,,,,,,,,
12496,Tai Felton,41859.0,Tai Felton,4565185.0,Tai Felton,22214.0,Tai Felton,,,,,,,,,
5977,Terry Godwin,,,,,,,,,,,,,,,
4951,DJ Chark,31031.0,DJ Chark,3115394.0,DJ Chark Jr.,16130.0,DJ Chark,2131689,DJ Chark,16145.0,D.J. Chark,2561018.0,DJ Chark,17292.0,DJ Chark Jr.,D.J. Chark
6011,Gardner Minshew,32010.0,Gardner Minshew II,4038524.0,Gardner Minshew,17025.0,Gardner Minshew,2183083,Gardner Minshew,16656.0,Gardner Minshew,2562796.0,Gardner Minshew,18562.0,Gardner Minshew II,Gardner Minshew
11410,Braxton Burmeister,,,,,,,,,,,,,,,
12475,Ricky White,,,4431479.0,Ricky White III,22113.0,Ricky White,,,,,,,,,
12511,Will Howard,41989.0,Will Howard,4429955.0,Will Howard,22376.0,Will Howard,,,,,,,,,
11574,Dylan Laube,41054.0,Dylan Laube,4366963.0,Dylan Laube,21175.0,Dylan Laube,,,,,,,26194.0,Dylan Laube,Dylan Laube
12494,Kyle McCord,41971.0,Kyle McCord,4433971.0,Kyle McCord,,,,,,,,,,,
11561,Michael Pratt,41130.0,Michael Pratt,4685039.0,Michael Pratt,,,3163083,Michael Pratt,,,,,,,
11621,Brenden Rice,41098.0,Brenden Rice,4686781.0,Brenden Rice,21147.0,Brenden Rice,,,,,,,26213.0,Brenden Rice,Brenden Rice
11257,Shedrick Jackson,40491.0,Shedrick Jackson,4361332.0,Shedrick Jackson,,,,,,,,,,,
5209,Mike Boone,31228.0,Mike Boone,3139033.0,Mike Boone,,,,,16085.0,Mike Boone,2561099.0,Mike Boone,17813.0,Mike Boone,Mike Boone
11629,Devontez Walker,40991.0,Devontez Walker,4696882.0,Devontez Walker,21138.0,Devontez Walker,,,19136.0,Devontez Walker,,,26011.0,Devontez Walker,Devontez Walker
4111,D'Onta Foreman,30202.0,D'Onta Foreman,3125116.0,D'Onta Foreman,15276.0,D'Onta Foreman,2139847,D'Onta Foreman,15869.0,D'Onta Foreman,2557994.0,D'Onta Foreman,16407.0,D'Onta Foreman,D'Onta Foreman
8219,Jelani Woods,34029.0,Jelani Woods,4241410.0,Jelani Woods,19484.0,Jelani Woods,2787078,Jelani Woods,18253.0,Jelani Woods,2567724.0,Jelani Woods,23829.0,Jelani Woods,Jelani Woods
1071,Mohamed Sanu,,,,,,,,,,,,,,,
7234,Maurice Ffrench,,,,,,,,,,,,,,,
12492,Pat Bryant,41860.0,Pat Bryant,4600981.0,Pat Bryant,22115.0,Pat Bryant,,,,,,,,,
6908,La'Mical Perine,32790.0,La'Mical Perine,4034952.0,La'Mical Perine,,,,,,,,,,,
12478,Nick Nash,42185.0,Nick Nash,,,,,,,,,,,,,
12491,Corey Kiner,42386.0,Corey Kiner,,,,,,,,,,,,,
11924,Tanner Mordecai,41194.0,Tanner Mordecai,,,,,,,,,,,,,
12523,Jimmy Horn,,,4708486.0,Jimmy Horn Jr.,,,,,,,,,,,
1144,Cole Beasley,,,,,,,,,,,,,,,
12488,Kobe Hudson,42404.0,Kobe Hudson,,,,,,,,,,,,,
12480,Moliki Matavao,42006.0,Moliki Matavao,4432731.0,Moliki Matavao,,,,,,,,,,,
1149,Alshon Jeffery,,,,,,,,,,,,,,,
11111,Sy Barnett,,,,,,,,,,,,,,,
12458,Deion Burks,,,,,,,,,,,,,,,
11172,Shae Wyatt,,,,,,,,,,,,,,,
12454,Eli Stowers,,,,,,,,,,,,,,,
7216,Giovanni Ricci,33151.0,Giovanni Ricci,3916749.0,Giovanni Ricci,,,,,,,,,,,
12535,Isaac TeSlaa,41865.0,Isaac TeSlaa,5123663.0,Isaac TeSlaa,22134.0,Isaac TeSlaa,,,,,,,,,
12533,Jacory Croskey-Merritt,42010.0,Jacory Croskey-Merritt,4575131.0,Jacory Croskey-Merritt,22130.0,Jacory Croskey-Merritt,,,,,,,,,
12532,Ja'Corey Brooks,42482.0,Ja'Corey Brooks,,,22122.0,Ja'Corey Brooks,,,,,,,,,
4938,Speedy Noil,,,,,,,,,,,,,,,
12545,Tyler Shough,41825.0,Tyler Shough,4360689.0,Tyler Shough,22220.0,Tyler Shough,,,,,,,,,
12544,LeQuint Allen,42007.0,LeQuint Allen,4911851.0,LeQuint Allen,22090.0,LeQuint Allen,,,,,,,,,
4787,Jordan Westerkamp,,,,,,,,,,,,,,,
12542,Efton Chism,,,,,,,,,,,,,,,
12541,Dont'e Thornton,,,4432775.0,Dont'e Thornton Jr.,22126.0,Dont'e Thornton,,,,,,,,,
12300,Joshua Lingenfelter,,,,,,,,,,,,,,,
12540,Chimere Dike,41903.0,Chimere Dike,4431268.0,Chimere Dike,,,,,,,,,,,
4453,Victor Bolden,,,,,,,,,,,,,,,
12539,Arian Smith,41896.0,Arian Smith,4429105.0,Arian Smith,22081.0,Arian Smith,,,,,,,,,
12538,Brady Cook,42229.0,Brady Cook,,,,,,,,,,,,,
12547,Kyle Williams,41864.0,Kyle Williams,4613202.0,Kyle Williams,22128.0,Kyle Williams,,,,,,,,,
2152,Teddy Bridgewater,27560.0,Teddy Bridgewater,16728.0,Teddy Bridgewater,,,,,,,,,,,
4208,Rodney Adams,,,,,,,,,,,,,,,
8105,Brayden Lenius,,,,,,,,,,,,,,,
1916,Martavis Bryant,,,,,,,,,,,,,,,
4480,Bobo Wilson,,,,,,,,,,,,,,,
7978,Tre Walker,,,,,,,,,,,,,,,
8489,Drew Ogletree,34148.0,Drew Ogletree,4722908.0,Drew Ogletree,,,26725942,Andrew Ogletree,,,2567712.0,Andrew Ogletree,,,
8721,De'Montre Tuggle,,,,,,,,,,,,,,,
7414,Johnathon Johnson,,,,,,,,,,,,,,,
1232,Robert Turbin,,,,,,,,,,,,,,,
12399,Caleb Chapman,,,,,,,,,,,,,,,
6075,Jesper Horsted,32576.0,Jesper Horsted,3940587.0,Jesper Horsted,,,3117107,Jesper Horsted,,,2563270.0,Jesper Horsted,,,Jesper Horsted
11374,James Blackman,,,,,,,,,,,,,,,
10234,Derius Davis,40133.0,Derius Davis,4362477.0,Derius Davis,,,,,,,2570272.0,Derius Davis,,,Derius Davis
1777,Josh Hill,,,,,,,,,,,,,,,
1029,Nick Foles,,,,,,,,,,,,,,,
5102,Daurice Fountain,,,,,,,,,,,,,,,
7545,Marlon Williams,,,,,,,,,,,,,,,
1329,Chris Hogan,,,,,,,,,,,,,,,
10216,Kenny McIntosh,40267.0,Kenny McIntosh,4427391.0,Kenny McIntosh,20286.0,Kenny McIntosh,,,,,2570314.0,Kenny McIntosh,25329.0,Kenny McIntosh,Kenny McIntosh
830,A.J. Green,,,,,,,,,,,,,,,
8159,Desmond Ridder,34030.0,Desmond Ridder,4239086.0,Desmond Ridder,19434.0,Desmond Ridder,2864759,Desmond Ridder,18188.0,Desmond Ridder,2567256.0,Desmond Ridder,20080.0,Desmond Ridder,Desmond Ridder
7235,Aleva Hifo,,,,,,,,,,,,,,,
6598,Trenton Irwin,32438.0,Trenton Irwin,3931391.0,Trenton Irwin,17425.0,Trenton Irwin,3117052,Trenton Irwin,17397.0,Trenton Irwin,2562900.0,Trenton Irwin,18726.0,Trenton Irwin,Trenton Irwin
5127,Kyle Allen,31301.0,Kyle Allen,3115293.0,Kyle Allen,16562.0,Kyle Allen,2131782,Kyle Allen,16473.0,Kyle Allen,2561177.0,Kyle Allen,,,Kyle Allen
11140,Leonard Taylor,40375.0,Leonard Taylor,,,,,,,,,,,,,
6271,Olamide Zaccheaus,32123.0,Olamide Zaccheaus,3917914.0,Olamide Zaccheaus,17170.0,Olamide Zaccheaus,2186266,Olamide Zaccheaus,16859.0,Olamide Zaccheaus,2562808.0,Olamide Zaccheaus,18864.0,Olamide Zaccheaus,Olamide Zaccheaus
1451,C.J. Anderson,,,,,,,,,,,,,,,
10233,Max Duggan,40272.0,Max Duggan,4427105.0,Max Duggan,,,3120848,Max Duggan,,,2570278.0,Max Duggan,,,
5734,C.J. Duncan,,,,,,,,,,,,,,,
11053,Antoine Green,40281.0,Antoine Green,4373266.0,Antoine Green,,,,,,,,,,,
8756,Brandon Johnson,34571.0,Brandon Johnson,4035198.0,Brandon Johnson,,,,,,,,,,,
7946,Jack Stoll,33891.0,Jack Stoll,4034862.0,Jack Stoll,,,2239684,Jack Stoll,17786.0,Jack Stoll,2567061.0,Jack Stoll,,,Jack Stoll
147,DeSean Jackson,,,,,,,,,,,,,,,
7891,Brock Wright,33774.0,Brock Wright,4242392.0,Brock Wright,,,2807423,Brock Wright,17825.0,Brock Wright,2567221.0,Brock Wright,23341.0,Brock Wright,Brock Wright
12168,Zach Mathis,,,,,,,,,,,,,,,
12435,Geor'Quarius Spivey,,,,,,,,,,,,,,,
11292,Tommy DeVito,40533.0,Tommy DeVito,4240391.0,Tommy DeVito,,,,,,,,,,,
333,Ryan Fitzpatrick,,,,,,,,,,,,,,,
574,Dez Bryant,,,,,,,,,,,,,,,
6069,Stanley Morgan,,,3699902.0,Stanley Morgan Jr.,,,,,,,,,,,
5974,Trace McSorley,,,,,,,,,,,,,,,
6001,Drew Sample,31884.0,Drew Sample,3127310.0,Drew Sample,,,2139646,Drew Sample,,,2562720.0,Drew Sample,,,Drew Sample
4934,Jalen Williams,,,,,,,,,,,,,,,
8613,Taysir Mack,,,,,,,,,,,,,,,
5432,Cam Sims,,,,,,,,,,,,,,,
4177,Mack Hollins,30231.0,Mack Hollins,2991662.0,Mack Hollins,15355.0,Mack Hollins,,,15900.0,Mack Hollins,2558262.0,Mack Hollins,16489.0,Mack Hollins,Mack Hollins
12246,Mike Rigerman,,,,,,,,,,,,,,,
2315,Todd Gurley,,,,,,,,,,,,,,,
12226,Lorenzo Lingard,,,,,,,,,,,,,,,
24,Matt Ryan,,,,,,,,,,,,,,,
4931,Austin Appleby,,,,,,,,,,,,,,,
11435,Emanuel Wilson,40707.0,Emanuel Wilson,4887558.0,Emanuel Wilson,21001.0,Emanuel Wilson,,,,,,,,,
111,Marcedes Lewis,7777.0,Marcedes Lewis,9614.0,Marcedes Lewis,,,,,,,,,,,
6089,Daniel Helm,,,,,,,,,,,,,,,
954,Cam Newton,,,,,,,,,,,,,,,
7619,Mathew Sexton,,,,,,,,,,,,,,,
4434,Brisly Estime,,,,,,,,,,,,,,,
178,Matt Schaub,,,,,,,,,,,,,,,
7901,Rico Bussey,,,,,,,,,,,,,,,
6379,Khari Blasingame,32140.0,Khari Blasingame,3122154.0,Khari Blasingame,,,,,,,,,,,
2391,David Johnson,,,,,,,,,,,,,,,
7159,Reid Sinnett,,,,,,,,,,,,,,,
7852,Tory Carter,,,,,,,,,,,,,,,
10221,Ronnie Bell,40279.0,Ronnie Bell,4372063.0,Ronnie Bell,,,,,,,,,,,
289,Drew Brees,,,,,,,,,,,,,,,
11623,Jordan Whittington,41083.0,Jordan Whittington,4569382.0,Jordan Whittington,21389.0,Jordan Whittington,,,,,,,23135.0,Jordan Whittington,Jordan Whittington
2460,C.J. Uzomah,28545.0,C.J. Uzomah,2574576.0,C.J. Uzomah,13682.0,C.J. Uzomah,2174118,C.J. Uzomah,15336.0,C.J. Uzomah,2552559.0,C.J. Uzomah,14084.0,C.J. Uzomah,C.J. Uzomah
331,Philip Rivers,,,,,,,,,,,,,,,
4626,Amba Etta-Tawo,,,,,,,,,,,,,,,
11582,Carson Steele,41464.0,Carson Steele,4714365.0,Carson Steele,,,,,,,,,,,
11957,Sam Schnee,,,,,,,,,,,,,,,
5938,Lil'Jordan Humphrey,32494.0,Lil'Jordan Humphrey,4039057.0,Lil'Jordan Humphrey,,,,,,,2562668.0,Lil'Jordan Humphrey,,,Lil'Jordan Humphrey
7315,Bobby Holly,,,,,,,,,,,,,,,
1903,Taylor Gabriel,,,,,,,,,,,,,,,
4151,Jake Butt,,,,,,,,,,,,,,,
3343,Nate Sudfeld,,,2979501.0,Nate Sudfeld,,,,,15715.0,Nate Sudfeld,2555427.0,Nate Sudfeld,,,Nate Sudfeld
533,Colt McCoy,,,13199.0,Colt McCoy,8844.0,Colt McCoy,584648,Colt McCoy,11495.0,Colt McCoy,497123.0,Colt McCoy,9702.0,Colt McCoy,Colt McCoy
5322,James Looney,,,,,,,,,,,,,,,
4630,I'Tavius Mathers,,,,,,,,,,,,,,,
6692,Joe Horn,,,,,,,,,,,,,,,
6909,Lynn Bowden,,,4259979.0,Lynn Bowden Jr.,,,,,,,,,,,
7204,Reggie Gilliam,33357.0,Reggie Gilliam,4039505.0,Reggie Gilliam,,,3161112,Reggie Gilliam,,,2565378.0,Reggie Gilliam,,,Reggie Gilliam
6126,Irv Smith,31882.0,Irv Smith,4040980.0,Irv Smith Jr.,17015.0,Irv Smith,2257888,Irv Smith,16704.0,Irv Smith,2562738.0,Irv Smith,18610.0,Irv Smith Jr.,Irv Smith Jr.
11088,Monte Pottebaum,,,,,,,,,,,,,,,
2471,Michael Burton,28556.0,Michael Burton,2515270.0,Michael Burton,,,,,,,2552636.0,Michael Burton,,,
6168,John Ursua,,,,,,,,,,,,,,,
4463,Tyler McCloskey,,,,,,,,,,,,,,,
6290,Scotty Miller,32040.0,Scotty Miller,3914397.0,Scotty Miller,,,,,,,,,,,
6789,Henry Ruggs,,,,,,,,,,,,,,,
11848,Casey Bauman,,,,,,,,,,,,,,,
7143,Ben DiNucci,32901.0,Ben DiNucci,3895785.0,Ben DiNucci,,,,,,,,,,,
862,Blaine Gabbert,24797.0,Blaine Gabbert,13987.0,Blaine Gabbert,,,1630777,Blaine Gabbert,11864.0,Blaine Gabbert,2495441.0,Blaine Gabbert,,,Blaine Gabbert
943,Kyle Rudolph,,,,,,,,,,,,,,,
11371,Julian Hill,40629.0,Julian Hill,4365395.0,Julian Hill,,,,,,,,,,,
7538,Zach Wilson,33390.0,Zach Wilson,4361259.0,Zach Wilson,18806.0,Zach Wilson,,,17756.0,Zach Wilson,2566391.0,Zach Wilson,22679.0,Zach Wilson,Zach Wilson
5257,Tim Boyle,31431.0,Tim Boyle,3045169.0,Tim Boyle,,,,,,,,,,,
6323,Andrew Beck,32225.0,Andrew Beck,3125107.0,Andrew Beck,,,,,,,2562626.0,Andrew Beck,,,Andrew Beck
6202,Jakob Johnson,31826.0,Jakob Johnson,3115349.0,Jakob Johnson,,,,,,,2562890.0,Jakob Johnson,,,Jakob Johnson
11802,Tejhaun Palmer,41079.0,Tejhaun Palmer,4875912.0,Tejhaun Palmer,,,,,,,,,,,
11024,Grant DuBose,40251.0,Grant DuBose,4879650.0,Grant DuBose,,,,,,,2569786.0,Grant DuBose,,,Grant DuBose
WAS,Washington Commanders,100028.0,Washington,-16028.0,Commanders D/ST,2010.0,Washington Commanders,WAS,Washington,9018.0,Washington Commanders,100032.0,Washington Commanders,8310.0,Washington Commanders,Washington Commanders DST
TEN,Tennessee Titans,100010.0,Tennessee,-16010.0,Titans D/ST,1884.0,Tennessee Titans,TEN,Tennessee,9007.0,Tennessee Titans,100012.0,Tennessee Titans,8300.0,Tennessee Titans,Tennessee Titans DST
TB,Tampa Bay Buccaneers,100027.0,Tampa Bay,-16027.0,Buccaneers D/ST,2003.0,Tampa Bay Buccaneers,TB,Tampa Bay,9023.0,Tampa Bay Buccaneers,100031.0,Tampa Bay Buccaneers,8290.0,Tampa Bay Buccaneers,Tampa Bay Buccaneers DST
SF,San Francisco 49ers,100025.0,San Francisco,-16025.0,49ers D/ST,1982.0,San Francisco 49ers,SF,San Francisco,9027.0,San Francisco 49ers,100029.0,San Francisco 49ers,8270.0,San Francisco 49ers,San Francisco 49ers DST
SEA,Seattle Seahawks,100026.0,Seattle,-16026.0,Seahawks D/ST,1989.0,Seattle Seahawks,SEA,Seattle,9013.0,Seattle Seahawks,100030.0,Seattle Seahawks,8260.0,Seattle Seahawks,Seattle Seahawks DST
PIT,Pittsburgh Steelers,100023.0,Pittsburgh,-16023.0,Steelers D/ST,1968.0,Pittsburgh Steelers,PIT,Pittsburgh,9008.0,Pittsburgh Steelers,100027.0,Pittsburgh Steelers,8240.0,Pittsburgh Steelers,Pittsburgh Steelers DST
PHI,Philadelphia Eagles,100021.0,Philadelphia,-16021.0,Eagles D/ST,1961.0,Philadelphia Eagles,PHI,Philadelphia,9016.0,Philadelphia Eagles,100025.0,Philadelphia Eagles,8230.0,Philadelphia Eagles,Philadelphia Eagles DST
NYJ,New York Jets,100020.0,New York,-16020.0,Jets D/ST,1947.0,New York (NJY) Jets,NYJ,N.Y. Jets,9004.0,New York Jets,100024.0,New York Jets,8210.0,New York Jets,New York Jets DST
NYG,New York Giants,100019.0,New York,-16019.0,Giants D/ST,1940.0,New York (NYG) Giants,NYG,N.Y. Giants,9015.0,New York Giants,100023.0,New York Giants,8200.0,New York Giants,New York Giants DST
NO,New Orleans Saints,100018.0,New Orleans,-16018.0,Saints D/ST,1933.0,New Orleans Saints,NO,New Orleans,9026.0,New Orleans Saints,100022.0,New Orleans Saints,8190.0,New Orleans Saints,New Orleans Saints DST
NE,New England Patriots,100017.0,New England,-16017.0,Patriots D/ST,1926.0,New England Patriots,NE,New England,9003.0,New England Patriots,100021.0,New England Patriots,8180.0,New England Patriots,New England Patriots DST
MIN,Minnesota Vikings,100016.0,Minnesota,-16016.0,Vikings D/ST,1919.0,Minnesota Vikings,MIN,Minnesota,9022.0,Minnesota Vikings,100020.0,Minnesota Vikings,8170.0,Minnesota Vikings,Minnesota Vikings DST
